protein1 protein2 combined_score
9606.ENSP00000000233 9606.ENSP00000301332 635
9606.ENSP00000000233 9606.ENSP00000332407 169
9606.ENSP00000000233 9606.ENSP00000362108 154
9606.ENSP00000000233 9606.ENSP00000377936 196
9606.ENSP00000000233 9606.ENSP00000361748 150
9606.ENSP00000000233 9606.ENSP00000362680 247
9606.ENSP00000000233 9606.ENSP00000303366 292
9606.ENSP00000000233 9606.ENSP00000369643 225
9606.ENSP00000000233 9606.ENSP00000239940 150
9606.ENSP00000000233 9606.ENSP00000306010 888
9606.ENSP00000000233 9606.ENSP00000369131 196
9606.ENSP00000000233 9606.ENSP00000260762 272
9606.ENSP00000000233 9606.ENSP00000335193 204
9606.ENSP00000000233 9606.ENSP00000287218 175
9606.ENSP00000000233 9606.ENSP00000365458 160
9606.ENSP00000000233 9606.ENSP00000440207 161
9606.ENSP00000000233 9606.ENSP00000351209 151
9606.ENSP00000000233 9606.ENSP00000306678 154
9606.ENSP00000000233 9606.ENSP00000358019 252
9606.ENSP00000000233 9606.ENSP00000386135 150
9606.ENSP00000000233 9606.ENSP00000299882 185
9606.ENSP00000000233 9606.ENSP00000369703 192
9606.ENSP00000000233 9606.ENSP00000357869 545
9606.ENSP00000000233 9606.ENSP00000324806 169
9606.ENSP00000000233 9606.ENSP00000334100 654
9606.ENSP00000000233 9606.ENSP00000326031 323
9606.ENSP00000000233 9606.ENSP00000384198 160
9606.ENSP00000000233 9606.ENSP00000353864 203
9606.ENSP00000000233 9606.ENSP00000263088 296
9606.ENSP00000000233 9606.ENSP00000383053 171
9606.ENSP00000000233 9606.ENSP00000414398 162
9606.ENSP00000000233 9606.ENSP00000386959 150
9606.ENSP00000000233 9606.ENSP00000295463 224
9606.ENSP00000000233 9606.ENSP00000361949 174
9606.ENSP00000000233 9606.ENSP00000244227 193
9606.ENSP00000000233 9606.ENSP00000362578 154
9606.ENSP00000000233 9606.ENSP00000403343 192
9606.ENSP00000000233 9606.ENSP00000375821 200
9606.ENSP00000000233 9606.ENSP00000265171 186
9606.ENSP00000000233 9606.ENSP00000394071 263
9606.ENSP00000000233 9606.ENSP00000425561 158
9606.ENSP00000000233 9606.ENSP00000262646 189
9606.ENSP00000000233 9606.ENSP00000358307 157
9606.ENSP00000000233 9606.ENSP00000381247 189
9606.ENSP00000000233 9606.ENSP00000494697 210
9606.ENSP00000000233 9606.ENSP00000263168 548
9606.ENSP00000000233 9606.ENSP00000444425 167
9606.ENSP00000000233 9606.ENSP00000262866 154
9606.ENSP00000000233 9606.ENSP00000362639 169
9606.ENSP00000000233 9606.ENSP00000273047 342
9606.ENSP00000000233 9606.ENSP00000360860 150
9606.ENSP00000000233 9606.ENSP00000468376 156
9606.ENSP00000000233 9606.ENSP00000307508 154
9606.ENSP00000000233 9606.ENSP00000298910 367
9606.ENSP00000000233 9606.ENSP00000261769 157
9606.ENSP00000000233 9606.ENSP00000363597 164
9606.ENSP00000000233 9606.ENSP00000496241 151
9606.ENSP00000000233 9606.ENSP00000353292 169
9606.ENSP00000000233 9606.ENSP00000326981 150
9606.ENSP00000000233 9606.ENSP00000000412 228
9606.ENSP00000000233 9606.ENSP00000379891 233
9606.ENSP00000000233 9606.ENSP00000273398 168
9606.ENSP00000000233 9606.ENSP00000306330 170
9606.ENSP00000000233 9606.ENSP00000414359 186
9606.ENSP00000000233 9606.ENSP00000264972 169
9606.ENSP00000000233 9606.ENSP00000316029 157
9606.ENSP00000000233 9606.ENSP00000393845 214
9606.ENSP00000000233 9606.ENSP00000274496 157
9606.ENSP00000000233 9606.ENSP00000254286 549
9606.ENSP00000000233 9606.ENSP00000200557 181
9606.ENSP00000000233 9606.ENSP00000353575 161
9606.ENSP00000000233 9606.ENSP00000260731 526
9606.ENSP00000000233 9606.ENSP00000311083 157
9606.ENSP00000000233 9606.ENSP00000384952 157
9606.ENSP00000000233 9606.ENSP00000230449 189
9606.ENSP00000000233 9606.ENSP00000216366 177
9606.ENSP00000000233 9606.ENSP00000496250 199
9606.ENSP00000000233 9606.ENSP00000258383 165
9606.ENSP00000000233 9606.ENSP00000255082 259
9606.ENSP00000000233 9606.ENSP00000364815 167
9606.ENSP00000000233 9606.ENSP00000421339 204
9606.ENSP00000000233 9606.ENSP00000454786 185
9606.ENSP00000000233 9606.ENSP00000385885 179
9606.ENSP00000000233 9606.ENSP00000308897 150
9606.ENSP00000000233 9606.ENSP00000297044 366
9606.ENSP00000000233 9606.ENSP00000287777 198
9606.ENSP00000000233 9606.ENSP00000310933 195
9606.ENSP00000000233 9606.ENSP00000245157 225
9606.ENSP00000000233 9606.ENSP00000376297 552
9606.ENSP00000000233 9606.ENSP00000387535 152
9606.ENSP00000000233 9606.ENSP00000366565 167
9606.ENSP00000000233 9606.ENSP00000306968 154
9606.ENSP00000000233 9606.ENSP00000369461 191
9606.ENSP00000000233 9606.ENSP00000339001 229
9606.ENSP00000000233 9606.ENSP00000318884 154
9606.ENSP00000000233 9606.ENSP00000363193 165
9606.ENSP00000000233 9606.ENSP00000339754 234
9606.ENSP00000000233 9606.ENSP00000429900 892
9606.ENSP00000000233 9606.ENSP00000432973 152
9606.ENSP00000000233 9606.ENSP00000279022 168
9606.ENSP00000000233 9606.ENSP00000340989 163
9606.ENSP00000000233 9606.ENSP00000232564 165
9606.ENSP00000000233 9606.ENSP00000470176 328
9606.ENSP00000000233 9606.ENSP00000386741 160
9606.ENSP00000000233 9606.ENSP00000360431 211
9606.ENSP00000000233 9606.ENSP00000259818 175
9606.ENSP00000000233 9606.ENSP00000393963 625
9606.ENSP00000000233 9606.ENSP00000438788 200
9606.ENSP00000000233 9606.ENSP00000246662 179
9606.ENSP00000000233 9606.ENSP00000296859 170
9606.ENSP00000000233 9606.ENSP00000246194 191
9606.ENSP00000000233 9606.ENSP00000323867 195
9606.ENSP00000000233 9606.ENSP00000482620 847
9606.ENSP00000000233 9606.ENSP00000354558 176
9606.ENSP00000000233 9606.ENSP00000366156 151
9606.ENSP00000000233 9606.ENSP00000442008 281
9606.ENSP00000000233 9606.ENSP00000264712 534
9606.ENSP00000000233 9606.ENSP00000267622 321
9606.ENSP00000000233 9606.ENSP00000330945 539
9606.ENSP00000000233 9606.ENSP00000359370 167
9606.ENSP00000000233 9606.ENSP00000229340 273
9606.ENSP00000000233 9606.ENSP00000278572 173
9606.ENSP00000000233 9606.ENSP00000360850 170
9606.ENSP00000000233 9606.ENSP00000325369 189
9606.ENSP00000000233 9606.ENSP00000309597 168
9606.ENSP00000000233 9606.ENSP00000358200 564
9606.ENSP00000000233 9606.ENSP00000410992 209
9606.ENSP00000000233 9606.ENSP00000346206 166
9606.ENSP00000000233 9606.ENSP00000016946 166
9606.ENSP00000000233 9606.ENSP00000268661 158
9606.ENSP00000000233 9606.ENSP00000389631 183
9606.ENSP00000000233 9606.ENSP00000348602 215
9606.ENSP00000000233 9606.ENSP00000278568 210
9606.ENSP00000000233 9606.ENSP00000396467 155
9606.ENSP00000000233 9606.ENSP00000248975 171
9606.ENSP00000000233 9606.ENSP00000355605 230
9606.ENSP00000000233 9606.ENSP00000226004 247
9606.ENSP00000000233 9606.ENSP00000356530 277
9606.ENSP00000000233 9606.ENSP00000464849 151
9606.ENSP00000000233 9606.ENSP00000224862 152
9606.ENSP00000000233 9606.ENSP00000250617 222
9606.ENSP00000000233 9606.ENSP00000217402 345
9606.ENSP00000000233 9606.ENSP00000377522 155
9606.ENSP00000000233 9606.ENSP00000355925 166
9606.ENSP00000000233 9606.ENSP00000442973 167
9606.ENSP00000000233 9606.ENSP00000375810 575
9606.ENSP00000000233 9606.ENSP00000483825 643
9606.ENSP00000000233 9606.ENSP00000317128 170
9606.ENSP00000000233 9606.ENSP00000385205 488
9606.ENSP00000000233 9606.ENSP00000204726 235
9606.ENSP00000000233 9606.ENSP00000464030 165
9606.ENSP00000000233 9606.ENSP00000318197 197
9606.ENSP00000000233 9606.ENSP00000264071 176
9606.ENSP00000000233 9606.ENSP00000272317 187
9606.ENSP00000000233 9606.ENSP00000367343 163
9606.ENSP00000000233 9606.ENSP00000225724 239
9606.ENSP00000000233 9606.ENSP00000332118 150
9606.ENSP00000000233 9606.ENSP00000295050 292
9606.ENSP00000000233 9606.ENSP00000359871 247
9606.ENSP00000000233 9606.ENSP00000376197 185
9606.ENSP00000000233 9606.ENSP00000355645 178
9606.ENSP00000000233 9606.ENSP00000263093 172
9606.ENSP00000000233 9606.ENSP00000324511 150
9606.ENSP00000000233 9606.ENSP00000274376 382
9606.ENSP00000000233 9606.ENSP00000260643 235
9606.ENSP00000000233 9606.ENSP00000275493 188
9606.ENSP00000000233 9606.ENSP00000336702 157
9606.ENSP00000000233 9606.ENSP00000300151 153
9606.ENSP00000000233 9606.ENSP00000265840 316
9606.ENSP00000000233 9606.ENSP00000451828 288
9606.ENSP00000000233 9606.ENSP00000357079 182
9606.ENSP00000000233 9606.ENSP00000225577 178
9606.ENSP00000000233 9606.ENSP00000369436 306
9606.ENSP00000000233 9606.ENSP00000304102 158
9606.ENSP00000000233 9606.ENSP00000341779 164
9606.ENSP00000000233 9606.ENSP00000285928 181
9606.ENSP00000000233 9606.ENSP00000356737 745
9606.ENSP00000000233 9606.ENSP00000435777 223
9606.ENSP00000000233 9606.ENSP00000303208 202
9606.ENSP00000000233 9606.ENSP00000163416 242
9606.ENSP00000000233 9606.ENSP00000160827 509
9606.ENSP00000000233 9606.ENSP00000431040 160
9606.ENSP00000000233 9606.ENSP00000216254 209
9606.ENSP00000000233 9606.ENSP00000229379 162
9606.ENSP00000000233 9606.ENSP00000298316 199
9606.ENSP00000000233 9606.ENSP00000331268 151
9606.ENSP00000000233 9606.ENSP00000449328 169
9606.ENSP00000000233 9606.ENSP00000224073 168
9606.ENSP00000000233 9606.ENSP00000418754 179
9606.ENSP00000000233 9606.ENSP00000290277 185
9606.ENSP00000000233 9606.ENSP00000489442 164
9606.ENSP00000000233 9606.ENSP00000463393 587
9606.ENSP00000000233 9606.ENSP00000399403 601
9606.ENSP00000000233 9606.ENSP00000386918 538
9606.ENSP00000000233 9606.ENSP00000420127 247
9606.ENSP00000000233 9606.ENSP00000264710 217
9606.ENSP00000000233 9606.ENSP00000341289 198
9606.ENSP00000000233 9606.ENSP00000276616 150
9606.ENSP00000000233 9606.ENSP00000287152 533
9606.ENSP00000000233 9606.ENSP00000385545 533
9606.ENSP00000000233 9606.ENSP00000336799 252
9606.ENSP00000000233 9606.ENSP00000360183 177
9606.ENSP00000000233 9606.ENSP00000296271 333
9606.ENSP00000000233 9606.ENSP00000361486 252
9606.ENSP00000000233 9606.ENSP00000373312 299
9606.ENSP00000000233 9606.ENSP00000333947 339
9606.ENSP00000000233 9606.ENSP00000284669 213
9606.ENSP00000000233 9606.ENSP00000285039 176
9606.ENSP00000000233 9606.ENSP00000444357 335
9606.ENSP00000000233 9606.ENSP00000351490 150
9606.ENSP00000000233 9606.ENSP00000217182 152
9606.ENSP00000000233 9606.ENSP00000431822 215
9606.ENSP00000000233 9606.ENSP00000222008 246
9606.ENSP00000000233 9606.ENSP00000354560 504
9606.ENSP00000000233 9606.ENSP00000491316 157
9606.ENSP00000000233 9606.ENSP00000404190 523
9606.ENSP00000000233 9606.ENSP00000360498 161
9606.ENSP00000000233 9606.ENSP00000302486 176
9606.ENSP00000000233 9606.ENSP00000304593 198
9606.ENSP00000000233 9606.ENSP00000320130 515
9606.ENSP00000000233 9606.ENSP00000382177 162
9606.ENSP00000000233 9606.ENSP00000220676 170
9606.ENSP00000000233 9606.ENSP00000441875 206
9606.ENSP00000000233 9606.ENSP00000217133 175
9606.ENSP00000000233 9606.ENSP00000315554 159
9606.ENSP00000000233 9606.ENSP00000234454 170
9606.ENSP00000000233 9606.ENSP00000424363 213
9606.ENSP00000000233 9606.ENSP00000219409 274
9606.ENSP00000000233 9606.ENSP00000312999 217
9606.ENSP00000000233 9606.ENSP00000251337 189
9606.ENSP00000000233 9606.ENSP00000309968 170
9606.ENSP00000000233 9606.ENSP00000466363 186
9606.ENSP00000000233 9606.ENSP00000398131 167
9606.ENSP00000000233 9606.ENSP00000316674 178
9606.ENSP00000000233 9606.ENSP00000470246 184
9606.ENSP00000000233 9606.ENSP00000344223 229
9606.ENSP00000000233 9606.ENSP00000369038 151
9606.ENSP00000000233 9606.ENSP00000300648 157
9606.ENSP00000000233 9606.ENSP00000474246 218
9606.ENSP00000000233 9606.ENSP00000006777 166
9606.ENSP00000000233 9606.ENSP00000431885 160
9606.ENSP00000000233 9606.ENSP00000477713 167
9606.ENSP00000000233 9606.ENSP00000479844 156
9606.ENSP00000000233 9606.ENSP00000324287 815
9606.ENSP00000000233 9606.ENSP00000438085 542
9606.ENSP00000000233 9606.ENSP00000373905 218
9606.ENSP00000000233 9606.ENSP00000333401 154
9606.ENSP00000000233 9606.ENSP00000264718 170
9606.ENSP00000000233 9606.ENSP00000219313 153
9606.ENSP00000000233 9606.ENSP00000263245 737
9606.ENSP00000000233 9606.ENSP00000466898 353
9606.ENSP00000000233 9606.ENSP00000356231 464
9606.ENSP00000000233 9606.ENSP00000470262 186
9606.ENSP00000000233 9606.ENSP00000245816 210
9606.ENSP00000000233 9606.ENSP00000477781 186
9606.ENSP00000000233 9606.ENSP00000283148 153
9606.ENSP00000000233 9606.ENSP00000498466 267
9606.ENSP00000000233 9606.ENSP00000465685 358
9606.ENSP00000000233 9606.ENSP00000390783 160
9606.ENSP00000000233 9606.ENSP00000469413 200
9606.ENSP00000000233 9606.ENSP00000302895 350
9606.ENSP00000000233 9606.ENSP00000376652 152
9606.ENSP00000000233 9606.ENSP00000473381 175
9606.ENSP00000000233 9606.ENSP00000356130 155
9606.ENSP00000000233 9606.ENSP00000343325 187
9606.ENSP00000000233 9606.ENSP00000249363 186
9606.ENSP00000000233 9606.ENSP00000297814 505
9606.ENSP00000000233 9606.ENSP00000375892 150
9606.ENSP00000000233 9606.ENSP00000392495 187
9606.ENSP00000000233 9606.ENSP00000375730 170
9606.ENSP00000000233 9606.ENSP00000298283 160
9606.ENSP00000000233 9606.ENSP00000358921 577
9606.ENSP00000000233 9606.ENSP00000403663 370
9606.ENSP00000000233 9606.ENSP00000385025 189
9606.ENSP00000000233 9606.ENSP00000419449 171
9606.ENSP00000000233 9606.ENSP00000416706 180
9606.ENSP00000000233 9606.ENSP00000474032 189
9606.ENSP00000000233 9606.ENSP00000227756 247
9606.ENSP00000000233 9606.ENSP00000283195 160
9606.ENSP00000000233 9606.ENSP00000302393 241
9606.ENSP00000000233 9606.ENSP00000448696 192
9606.ENSP00000000233 9606.ENSP00000409231 301
9606.ENSP00000000233 9606.ENSP00000454229 329
9606.ENSP00000000233 9606.ENSP00000296557 861
9606.ENSP00000000233 9606.ENSP00000391490 171
9606.ENSP00000000233 9606.ENSP00000222792 160
9606.ENSP00000000233 9606.ENSP00000301838 172
9606.ENSP00000000233 9606.ENSP00000367407 176
9606.ENSP00000000233 9606.ENSP00000320563 151
9606.ENSP00000000233 9606.ENSP00000445175 234
9606.ENSP00000000233 9606.ENSP00000264027 161
9606.ENSP00000000233 9606.ENSP00000388241 538
9606.ENSP00000000233 9606.ENSP00000327116 161
9606.ENSP00000000233 9606.ENSP00000439189 178
9606.ENSP00000000233 9606.ENSP00000414964 166
9606.ENSP00000000233 9606.ENSP00000450895 154
9606.ENSP00000000233 9606.ENSP00000446252 195
9606.ENSP00000000233 9606.ENSP00000263934 523
9606.ENSP00000000233 9606.ENSP00000296674 187
9606.ENSP00000000233 9606.ENSP00000482306 213
9606.ENSP00000000233 9606.ENSP00000351338 169
9606.ENSP00000000233 9606.ENSP00000320176 231
9606.ENSP00000000233 9606.ENSP00000340466 233
9606.ENSP00000000233 9606.ENSP00000364749 161
9606.ENSP00000000233 9606.ENSP00000480853 167
9606.ENSP00000000233 9606.ENSP00000333942 533
9606.ENSP00000000233 9606.ENSP00000394484 150
9606.ENSP00000000233 9606.ENSP00000299601 169
9606.ENSP00000000233 9606.ENSP00000296526 332
9606.ENSP00000000233 9606.ENSP00000291041 167
9606.ENSP00000000233 9606.ENSP00000410452 159
9606.ENSP00000000233 9606.ENSP00000261880 191
9606.ENSP00000000233 9606.ENSP00000404676 150
9606.ENSP00000000233 9606.ENSP00000221855 179
9606.ENSP00000000233 9606.ENSP00000357320 152
9606.ENSP00000000233 9606.ENSP00000290949 202
9606.ENSP00000000233 9606.ENSP00000263955 150
9606.ENSP00000000233 9606.ENSP00000029410 150
9606.ENSP00000000233 9606.ENSP00000272418 167
9606.ENSP00000000233 9606.ENSP00000478479 230
9606.ENSP00000000233 9606.ENSP00000375632 231
9606.ENSP00000000233 9606.ENSP00000427562 164
9606.ENSP00000000233 9606.ENSP00000373301 167
9606.ENSP00000000233 9606.ENSP00000354376 568
9606.ENSP00000000233 9606.ENSP00000498715 152
9606.ENSP00000000233 9606.ENSP00000355995 171
9606.ENSP00000000233 9606.ENSP00000336740 150
9606.ENSP00000000233 9606.ENSP00000244314 150
9606.ENSP00000000233 9606.ENSP00000274643 150
9606.ENSP00000000233 9606.ENSP00000464893 315
9606.ENSP00000000233 9606.ENSP00000395281 161
9606.ENSP00000000233 9606.ENSP00000054666 428
9606.ENSP00000000233 9606.ENSP00000495274 278
9606.ENSP00000000233 9606.ENSP00000427793 167
9606.ENSP00000000233 9606.ENSP00000332772 150
9606.ENSP00000000233 9606.ENSP00000268613 231
9606.ENSP00000000233 9606.ENSP00000399415 174
9606.ENSP00000000233 9606.ENSP00000314499 199
9606.ENSP00000000233 9606.ENSP00000338769 445
9606.ENSP00000000233 9606.ENSP00000317955 223
9606.ENSP00000000233 9606.ENSP00000265070 424
9606.ENSP00000000233 9606.ENSP00000366746 158
9606.ENSP00000000233 9606.ENSP00000306788 154
9606.ENSP00000000233 9606.ENSP00000392828 235
9606.ENSP00000000233 9606.ENSP00000302783 204
9606.ENSP00000000233 9606.ENSP00000466298 205
9606.ENSP00000000233 9606.ENSP00000458162 200
9606.ENSP00000000233 9606.ENSP00000317473 179
9606.ENSP00000000233 9606.ENSP00000475344 201
9606.ENSP00000000233 9606.ENSP00000343190 218
9606.ENSP00000000233 9606.ENSP00000259708 577
9606.ENSP00000000233 9606.ENSP00000481762 158
9606.ENSP00000000233 9606.ENSP00000261183 162
9606.ENSP00000000233 9606.ENSP00000236671 178
9606.ENSP00000000233 9606.ENSP00000258424 163
9606.ENSP00000000233 9606.ENSP00000442460 163
9606.ENSP00000000233 9606.ENSP00000333298 494
9606.ENSP00000000233 9606.ENSP00000358335 156
9606.ENSP00000000233 9606.ENSP00000394560 175
9606.ENSP00000000233 9606.ENSP00000377508 165
9606.ENSP00000000233 9606.ENSP00000357631 227
9606.ENSP00000000233 9606.ENSP00000476295 177
9606.ENSP00000000233 9606.ENSP00000363103 171
9606.ENSP00000000233 9606.ENSP00000319192 150
9606.ENSP00000000233 9606.ENSP00000263025 176
9606.ENSP00000000233 9606.ENSP00000377665 151
9606.ENSP00000000233 9606.ENSP00000342793 199
9606.ENSP00000000233 9606.ENSP00000318646 152
9606.ENSP00000000233 9606.ENSP00000365686 224
9606.ENSP00000000233 9606.ENSP00000367203 159
9606.ENSP00000000233 9606.ENSP00000270162 150
9606.ENSP00000000233 9606.ENSP00000351682 184
9606.ENSP00000000233 9606.ENSP00000340648 171
9606.ENSP00000000233 9606.ENSP00000406885 168
9606.ENSP00000000233 9606.ENSP00000468367 154
9606.ENSP00000000233 9606.ENSP00000222547 242
9606.ENSP00000000233 9606.ENSP00000297679 206
9606.ENSP00000000233 9606.ENSP00000274289 156
9606.ENSP00000000233 9606.ENSP00000248244 161
9606.ENSP00000000233 9606.ENSP00000278353 151
9606.ENSP00000000233 9606.ENSP00000361009 155
9606.ENSP00000000233 9606.ENSP00000305995 167
9606.ENSP00000000233 9606.ENSP00000354040 242
9606.ENSP00000000233 9606.ENSP00000366487 166
9606.ENSP00000000233 9606.ENSP00000377275 297
9606.ENSP00000000233 9606.ENSP00000381844 204
9606.ENSP00000000233 9606.ENSP00000427900 505
9606.ENSP00000000233 9606.ENSP00000387286 615
9606.ENSP00000000233 9606.ENSP00000427463 170
9606.ENSP00000000233 9606.ENSP00000293879 274
9606.ENSP00000000233 9606.ENSP00000216446 584
9606.ENSP00000000233 9606.ENSP00000287600 240
9606.ENSP00000000233 9606.ENSP00000320117 393
9606.ENSP00000000233 9606.ENSP00000495726 273
9606.ENSP00000000233 9606.ENSP00000473623 160
9606.ENSP00000000233 9606.ENSP00000224784 178
9606.ENSP00000000233 9606.ENSP00000464443 150
9606.ENSP00000000233 9606.ENSP00000400175 249
9606.ENSP00000000233 9606.ENSP00000360165 178
9606.ENSP00000000233 9606.ENSP00000436005 162
9606.ENSP00000000233 9606.ENSP00000316338 210
9606.ENSP00000000233 9606.ENSP00000161006 157
9606.ENSP00000000233 9606.ENSP00000293441 322
9606.ENSP00000000233 9606.ENSP00000300557 269
9606.ENSP00000000233 9606.ENSP00000354739 162
9606.ENSP00000000233 9606.ENSP00000246792 171
9606.ENSP00000000233 9606.ENSP00000353670 186
9606.ENSP00000000233 9606.ENSP00000365745 235
9606.ENSP00000000233 9606.ENSP00000440005 862
9606.ENSP00000000233 9606.ENSP00000242067 212
9606.ENSP00000000233 9606.ENSP00000431240 150
9606.ENSP00000000233 9606.ENSP00000465992 505
9606.ENSP00000000233 9606.ENSP00000379563 163
9606.ENSP00000000233 9606.ENSP00000220751 157
9606.ENSP00000000233 9606.ENSP00000471735 162
9606.ENSP00000000233 9606.ENSP00000398526 282
9606.ENSP00000000233 9606.ENSP00000377233 452
9606.ENSP00000000233 9606.ENSP00000348965 538
9606.ENSP00000000233 9606.ENSP00000282728 409
9606.ENSP00000000233 9606.ENSP00000345672 168
9606.ENSP00000000233 9606.ENSP00000439601 167
9606.ENSP00000000233 9606.ENSP00000357288 204
9606.ENSP00000000233 9606.ENSP00000253794 150
9606.ENSP00000000233 9606.ENSP00000257787 314
9606.ENSP00000000233 9606.ENSP00000305442 309
9606.ENSP00000000233 9606.ENSP00000337040 170
9606.ENSP00000000233 9606.ENSP00000416418 154
9606.ENSP00000000233 9606.ENSP00000373304 175
9606.ENSP00000000233 9606.ENSP00000385958 163
9606.ENSP00000000233 9606.ENSP00000360214 292
9606.ENSP00000000233 9606.ENSP00000347408 238
9606.ENSP00000000233 9606.ENSP00000308275 230
9606.ENSP00000000233 9606.ENSP00000312439 186
9606.ENSP00000000233 9606.ENSP00000374566 505
9606.ENSP00000000233 9606.ENSP00000484390 157
9606.ENSP00000000233 9606.ENSP00000350199 372
9606.ENSP00000000233 9606.ENSP00000275815 154
9606.ENSP00000000233 9606.ENSP00000336666 553
9606.ENSP00000000233 9606.ENSP00000478352 150
9606.ENSP00000000233 9606.ENSP00000479860 154
9606.ENSP00000000233 9606.ENSP00000414982 567
9606.ENSP00000000233 9606.ENSP00000377061 155
9606.ENSP00000000233 9606.ENSP00000405963 182
9606.ENSP00000000233 9606.ENSP00000369899 178
9606.ENSP00000000233 9606.ENSP00000354837 191
9606.ENSP00000000233 9606.ENSP00000417602 183
9606.ENSP00000000233 9606.ENSP00000345629 150
9606.ENSP00000000233 9606.ENSP00000414906 530
9606.ENSP00000000233 9606.ENSP00000352438 313
9606.ENSP00000000233 9606.ENSP00000496007 265
9606.ENSP00000000233 9606.ENSP00000245539 153
9606.ENSP00000000233 9606.ENSP00000264601 154
9606.ENSP00000000233 9606.ENSP00000453858 193
9606.ENSP00000000233 9606.ENSP00000468424 181
9606.ENSP00000000233 9606.ENSP00000375820 162
9606.ENSP00000000233 9606.ENSP00000303145 567
9606.ENSP00000000233 9606.ENSP00000259351 173
9606.ENSP00000000233 9606.ENSP00000262215 487
9606.ENSP00000000233 9606.ENSP00000320821 523
9606.ENSP00000000233 9606.ENSP00000402756 174
9606.ENSP00000000233 9606.ENSP00000349588 554
9606.ENSP00000000233 9606.ENSP00000379339 161
9606.ENSP00000000233 9606.ENSP00000303709 153
9606.ENSP00000000233 9606.ENSP00000469759 175
9606.ENSP00000000233 9606.ENSP00000329360 175
9606.ENSP00000000233 9606.ENSP00000367872 178
9606.ENSP00000000233 9606.ENSP00000300289 161
9606.ENSP00000000233 9606.ENSP00000322251 154
9606.ENSP00000000233 9606.ENSP00000362208 153
9606.ENSP00000000233 9606.ENSP00000483486 247
9606.ENSP00000000233 9606.ENSP00000362170 172
9606.ENSP00000000233 9606.ENSP00000332247 188
9606.ENSP00000000233 9606.ENSP00000264499 303
9606.ENSP00000000233 9606.ENSP00000250495 198
9606.ENSP00000000233 9606.ENSP00000338788 307
9606.ENSP00000000233 9606.ENSP00000418915 760
9606.ENSP00000000233 9606.ENSP00000370125 155
9606.ENSP00000000233 9606.ENSP00000464121 180
9606.ENSP00000000233 9606.ENSP00000315410 405
9606.ENSP00000000233 9606.ENSP00000335371 185
9606.ENSP00000000233 9606.ENSP00000304854 207
9606.ENSP00000000233 9606.ENSP00000426503 300
9606.ENSP00000000233 9606.ENSP00000264904 591
9606.ENSP00000000233 9606.ENSP00000304283 155
9606.ENSP00000000233 9606.ENSP00000357651 175
9606.ENSP00000000233 9606.ENSP00000237530 212
9606.ENSP00000000233 9606.ENSP00000347712 199
9606.ENSP00000000233 9606.ENSP00000258526 154
9606.ENSP00000000233 9606.ENSP00000307272 157
9606.ENSP00000000233 9606.ENSP00000316779 205
9606.ENSP00000000233 9606.ENSP00000380878 160
9606.ENSP00000000233 9606.ENSP00000362688 172
9606.ENSP00000000233 9606.ENSP00000401435 206
9606.ENSP00000000233 9606.ENSP00000463233 168
9606.ENSP00000000233 9606.ENSP00000382982 271
9606.ENSP00000000233 9606.ENSP00000360158 157
9606.ENSP00000000233 9606.ENSP00000225972 156
9606.ENSP00000000233 9606.ENSP00000500034 252
9606.ENSP00000000233 9606.ENSP00000384719 174
9606.ENSP00000000233 9606.ENSP00000356389 216
9606.ENSP00000000233 9606.ENSP00000463325 152
9606.ENSP00000000233 9606.ENSP00000431418 151
9606.ENSP00000000233 9606.ENSP00000349503 150
9606.ENSP00000000233 9606.ENSP00000367686 193
9606.ENSP00000000233 9606.ENSP00000315659 150
9606.ENSP00000000233 9606.ENSP00000312311 152
9606.ENSP00000000233 9606.ENSP00000428220 150
9606.ENSP00000000233 9606.ENSP00000270861 156
9606.ENSP00000000233 9606.ENSP00000401678 156
9606.ENSP00000000233 9606.ENSP00000359000 828
9606.ENSP00000000233 9606.ENSP00000304669 349
9606.ENSP00000000233 9606.ENSP00000216034 169
9606.ENSP00000000233 9606.ENSP00000346196 166
9606.ENSP00000000233 9606.ENSP00000308820 171
9606.ENSP00000000233 9606.ENSP00000437256 150
9606.ENSP00000000233 9606.ENSP00000380450 152
9606.ENSP00000000233 9606.ENSP00000368014 389
9606.ENSP00000000233 9606.ENSP00000499883 150
9606.ENSP00000000233 9606.ENSP00000320359 157
9606.ENSP00000000233 9606.ENSP00000468280 159
9606.ENSP00000000233 9606.ENSP00000333037 284
9606.ENSP00000000233 9606.ENSP00000392206 175
9606.ENSP00000000233 9606.ENSP00000326042 197
9606.ENSP00000000233 9606.ENSP00000304941 164
9606.ENSP00000000233 9606.ENSP00000276440 199
9606.ENSP00000000233 9606.ENSP00000389168 151
9606.ENSP00000000233 9606.ENSP00000318697 176
9606.ENSP00000000233 9606.ENSP00000324173 232
9606.ENSP00000000233 9606.ENSP00000406047 364
9606.ENSP00000000233 9606.ENSP00000485033 277
9606.ENSP00000000233 9606.ENSP00000257604 154
9606.ENSP00000000233 9606.ENSP00000478874 180
9606.ENSP00000000233 9606.ENSP00000437783 239
9606.ENSP00000000233 9606.ENSP00000220478 165
9606.ENSP00000000233 9606.ENSP00000247461 212
9606.ENSP00000000233 9606.ENSP00000362413 161
9606.ENSP00000000233 9606.ENSP00000289228 251
